UNIX Timestamp,ECG,HR,RR,Marker,time,norm_time
1776408532484082266,0.152,75.0,,,1776408532484082266,0.0
1776408532491774056,0.309,,,,1776408532491774056,0.000769179
1776408532499465846,0.213,,,,1776408532499465846,0.001538358
1776408532507157636,0.238,,,,1776408532507157636,0.002307537
1776408532514849426,0.296,,,,1776408532514849426,0.003076716
1776408532522541216,0.255,,,,1776408532522541216,0.003845895
1776408532530233006,0.247,,,,1776408532530233006,0.004615074
1776408532537924796,0.277,,,,1776408532537924796,0.005384253
1776408532545616586,0.287,,,,1776408532545616586,0.006153432
1776408532553308376,0.294,,,,1776408532553308376,0.006922611
1776408532561000166,0.296,,,,1776408532561000166,0.00769179
1776408532568691956,0.289,,,,1776408532568691956,0.008460969
1776408532576383746,0.301,,,,1776408532576383746,0.009230148
1776408532584075536,0.321,,,,1776408532584075536,0.009999327
1776408532591767326,0.336,,,,1776408532591767326,0.010768506
1776408532599459116,0.336,,,,1776408532599459116,0.011537685
1776408532607150906,0.341,,,,1776408532607150906,0.012306864
1776408532614842696,0.358,,,,1776408532614842696,0.013076043
1776408532622534486,0.382,,,,1776408532622534486,0.013845222
1776408532630226276,0.399,,,,1776408532630226276,0.014614401
1776408532637918066,0.399,,,,1776408532637918066,0.01538358
1776408532645609856,0.399,,,,1776408532645609856,0.016152759
1776408532653301646,0.392,,,,1776408532653301646,0.016921938
1776408532660993436,0.358,,,,1776408532660993436,0.017691117
1776408532668685226,0.331,,,,1776408532668685226,0.018460296
1776408532676377016,0.306,,,,1776408532676377016,0.019229475
1776408532684068806,0.264,,,,1776408532684068806,0.019998654
1776408532691760596,0.223,,,,1776408532691760596,0.020767833
1776408532699452386,0.179,,,,1776408532699452386,0.021537012
1776408532707144176,0.122,,,,1776408532707144176,0.022306191
1776408532714835966,0.085,,,,1776408532714835966,0.02307537
1776408532722527756,0.063,,,,1776408532722527756,0.023844549
1776408532730219546,0.036,,,,1776408532730219546,0.024613728
1776408532737911336,-0.002,,,,1776408532737911336,0.025382907
1776408532745603126,-0.019,,,,1776408532745603126,0.026152086
1776408532753294916,-0.004,,,,1776408532753294916,0.026921265
1776408532760986706,0.0,,,,1776408532760986706,0.027690444
1776408532768678496,-0.014,,,,1776408532768678496,0.028459623
1776408532776370286,-0.022,,,,1776408532776370286,0.029228802
1776408532784062076,-0.022,,,,1776408532784062076,0.029997981
1776408532791753866,-0.022,,,,1776408532791753866,0.03076716
1776408532799445656,-0.017,,,,1776408532799445656,0.031536339
1776408532807137446,-0.009,,,,1776408532807137446,0.032305518
1776408532814829236,0.0,,,,1776408532814829236,0.033074697
1776408532822521026,0.012,,,,1776408532822521026,0.033843876
1776408532830212816,0.019,,,,1776408532830212816,0.034613055
1776408532837904606,0.014,,,,1776408532837904606,0.035382234
1776408532845596396,0.017,,,,1776408532845596396,0.036151413
1776408532853288186,0.022,,,,1776408532853288186,0.036920592
1776408532860979976,0.022,,,,1776408532860979976,0.037689771
1776408532868671766,0.022,,,,1776408532868671766,0.03845895
1776408532876363556,0.017,,,,1776408532876363556,0.039228129
1776408532884055346,0.0,,,,1776408532884055346,0.039997308
1776408532891747136,-0.002,,,,1776408532891747136,0.040766487
1776408532899438926,0.004,,,,1776408532899438926,0.041535666
1776408532907130716,0.004,,,,1776408532907130716,0.042304845
1776408532914822506,0.0,,,,1776408532914822506,0.043074024
1776408532922514296,0.002,,,,1776408532922514296,0.043843203
1776408532930206086,0.009,,,,1776408532930206086,0.044612382
1776408532937897876,0.002,,,,1776408532937897876,0.045381561
1776408532945589666,-0.004,,,,1776408532945589666,0.04615074
1776408532953281456,0.0,,,,1776408532953281456,0.046919919
1776408532960973246,0.007,,,,1776408532960973246,0.047689098
1776408532968665036,0.017,,,,1776408532968665036,0.048458277
1776408532976356826,0.019,,,,1776408532976356826,0.049227456
1776408532984048616,0.019,,,,1776408532984048616,0.049996635
1776408532991740406,0.022,,,,1776408532991740406,0.050765814
1776408532999432196,0.026,,,,1776408532999432196,0.051534993
1776408533007123986,0.022,,,,1776408533007123986,0.052304172
1776408533014815776,0.002,,,,1776408533014815776,0.053073351
1776408533022507566,0.002,,777.0,,1776408533022507566,0.05384253
1776408533030199356,0.041,,,,1776408533030199356,0.054611709
1776408533037891146,0.066,,,,1776408533037891146,0.055380888
1776408533045582948,0.049,,,,1776408533045582948,0.0561500682
1776408533053274807,0.034,,,,1776408533053274807,0.0569192541
1776408533060966666,0.039,,,,1776408533060966666,0.05768844
1776408533068658525,0.061,,,,1776408533068658525,0.0584576259
1776408533076350384,0.093,,,,1776408533076350384,0.0592268118
1776408533084042243,0.103,,,,1776408533084042243,0.0599959977
1776408533091734102,0.098,,,,1776408533091734102,0.0607651836
1776408533099425961,0.098,,,,1776408533099425961,0.0615343695
1776408533107117820,0.078,,,,1776408533107117820,0.0623035554
1776408533114809679,0.039,,,,1776408533114809679,0.0630727413
1776408533122501538,0.029,,,,1776408533122501538,0.0638419272
1776408533130193397,0.044,,,,1776408533130193397,0.0646111131
1776408533137885256,0.049,,,,1776408533137885256,0.065380299
1776408533145577115,0.051,,,,1776408533145577115,0.0661494849
1776408533153268974,0.056,,,,1776408533153268974,0.0669186708
1776408533160960833,0.058,,,,1776408533160960833,0.0676878567
1776408533168652692,0.056,,,,1776408533168652692,0.0684570426
1776408533176344551,0.149,,,,1776408533176344551,0.0692262285
1776408533184036410,0.5690000000000001,,,,1776408533184036410,0.0699954144
1776408533191728269,1.288,,,,1776408533191728269,0.0707646003
1776408533199420128,1.418,,,,1776408533199420128,0.0715337862
1776408533207111987,0.058,,,,1776408533207111987,0.0723029721
1776408533214803846,-1.599,,,,1776408533214803846,0.073072158
1776408533222495705,-1.621,,,,1776408533222495705,0.0738413439
1776408533230187564,-0.6990000000000001,,,,1776408533230187564,0.0746105298
1776408533237879423,-0.309,,,,1776408533237879423,0.0753797157
1776408533245571282,-0.09,,,,1776408533245571282,0.0761489016
1776408533253263141,0.233,,,,1776408533253263141,0.0769180875
1776408533260955000,0.264,,,,1776408533260955000,0.0776872734
1776408533268646859,0.193,,,,1776408533268646859,0.0784564593
1776408533276338718,0.255,,,,1776408533276338718,0.0792256452
1776408533284030577,0.269,,,,1776408533284030577,0.0799948311
1776408533291722436,0.223,,,,1776408533291722436,0.080764017
1776408533299414295,0.24,,,,1776408533299414295,0.0815332029
1776408533307106154,0.272,,,,1776408533307106154,0.0823023888
1776408533314798013,0.269,,,,1776408533314798013,0.0830715747
1776408533322489872,0.267,,,,1776408533322489872,0.0838407606
1776408533330181731,0.284,,,,1776408533330181731,0.0846099465
1776408533337873590,0.296,,,,1776408533337873590,0.0853791324
1776408533345565449,0.296,,,,1776408533345565449,0.0861483183
1776408533353257308,0.309,,,,1776408533353257308,0.0869175042
1776408533360949167,0.323,,,,1776408533360949167,0.0876866901
1776408533368641026,0.333,,,,1776408533368641026,0.088455876
1776408533376332885,0.345,,,,1776408533376332885,0.0892250619
1776408533384024744,0.365,,,,1776408533384024744,0.0899942478
1776408533391716603,0.377,,,,1776408533391716603,0.0907634337
1776408533399408462,0.377,,,,1776408533399408462,0.0915326196
1776408533407100321,0.375,,,,1776408533407100321,0.0923018055
1776408533414792180,0.385,,,,1776408533414792180,0.0930709914
1776408533422484039,0.382,,,,1776408533422484039,0.0938401773
1776408533430175898,0.355,,,,1776408533430175898,0.0946093632
1776408533437867757,0.321,,,,1776408533437867757,0.0953785491
1776408533445559616,0.296,,,,1776408533445559616,0.096147735
1776408533453251475,0.264,,,,1776408533453251475,0.0969169209
1776408533460943334,0.211,,,,1776408533460943334,0.0976861068
1776408533468635193,0.164,,,,1776408533468635193,0.0984552927
1776408533476327052,0.132,,,,1776408533476327052,0.0992244786
1776408533484018911,0.098,,,,1776408533484018911,0.0999936645
1776408533491710770,0.053,,,,1776408533491710770,0.1007628504
1776408533499402629,0.026,,,,1776408533499402629,0.1015320363
1776408533507094488,0.019,,,,1776408533507094488,0.1023012222
1776408533514786347,0.007,,,,1776408533514786347,0.1030704081
1776408533522478206,-0.004,,,,1776408533522478206,0.103839594
1776408533530170065,0.002,,,,1776408533530170065,0.1046087799
1776408533537861924,0.009,,,,1776408533537861924,0.1053779658
1776408533545553783,0.009,,,,1776408533545553783,0.1061471517
1776408533553245642,0.017,,,,1776408533553245642,0.1069163376
1776408533560937501,0.014,,,,1776408533560937501,0.1076855235
1776408533568629360,0.017,,,,1776408533568629360,0.1084547094
1776408533576321219,0.036,,,,1776408533576321219,0.1092238953
1776408533584013078,0.044,,,,1776408533584013078,0.1099930812
1776408533591704937,0.044,,,,1776408533591704937,0.1107622671
1776408533599396796,0.056,,,,1776408533599396796,0.111531453
1776408533607088716,0.056,75.0,,,1776408533607088716,0.112300645
1776408533614780575,0.036,,,,1776408533614780575,0.1130698309
1776408533622472434,0.034,,,,1776408533622472434,0.1138390168
1776408533630164293,0.051,,,,1776408533630164293,0.1146082027
1776408533637856152,0.056,,,,1776408533637856152,0.1153773886
1776408533645548011,0.041,,,,1776408533645548011,0.1161465745
1776408533653239870,0.031,,,,1776408533653239870,0.1169157604
1776408533660931729,0.039,,,,1776408533660931729,0.1176849463
1776408533668623588,0.036,,,,1776408533668623588,0.1184541322
1776408533676315447,0.024,,,,1776408533676315447,0.1192233181
1776408533684007306,0.014,,,,1776408533684007306,0.119992504
1776408533691699165,0.004,,,,1776408533691699165,0.1207616899
1776408533699391024,0.0,,,,1776408533699391024,0.1215308758
1776408533707082883,-0.002,,,,1776408533707082883,0.1223000617
1776408533714774742,-0.007,,,,1776408533714774742,0.1230692476
1776408533722466601,0.007,,,,1776408533722466601,0.1238384335
1776408533730158460,0.019,,,,1776408533730158460,0.1246076194
1776408533737850319,0.014,,,,1776408533737850319,0.1253768053
1776408533745542178,0.009,,,,1776408533745542178,0.1261459912
1776408533753234037,0.017,,,,1776408533753234037,0.1269151771
1776408533760925896,0.019,,,,1776408533760925896,0.127684363
1776408533768617755,0.019,,,,1776408533768617755,0.1284535489
1776408533776309614,0.019,,,,1776408533776309614,0.1292227348
1776408533784001473,0.022,,,,1776408533784001473,0.1299919207
1776408533791693332,0.019,,,,1776408533791693332,0.1307611066
1776408533799385191,0.017,,,,1776408533799385191,0.1315302925
1776408533807077050,0.026,,,,1776408533807077050,0.1322994784
1776408533814768909,0.031,,,,1776408533814768909,0.1330686643
1776408533822460768,0.031,,,,1776408533822460768,0.1338378502
1776408533830152627,0.029,,,,1776408533830152627,0.1346070361
1776408533837844486,0.036,,,,1776408533837844486,0.135376222
1776408533845536345,0.058,,,,1776408533845536345,0.1361454079
1776408533853228204,0.078,,,,1776408533853228204,0.1369145938
1776408533860920063,0.083,,839.0,,1776408533860920063,0.1376837797
1776408533868611922,0.083,,,,1776408533868611922,0.1384529656
1776408533876303781,0.063,,,,1776408533876303781,0.1392221515
1776408533883995640,0.041,,,,1776408533883995640,0.1399913374
1776408533891687499,0.058,,,,1776408533891687499,0.1407605233
1776408533899379358,0.076,,,,1776408533899379358,0.1415297092
1776408533907071217,0.049,,,,1776408533907071217,0.1422988951
1776408533914763076,0.041,,,,1776408533914763076,0.143068081
1776408533922454935,0.066,,,,1776408533922454935,0.1438372669
1776408533930146794,0.063,,,,1776408533930146794,0.1446064528
1776408533937838653,0.049,,,,1776408533937838653,0.1453756387
1776408533945530512,0.056,,,,1776408533945530512,0.1461448246
1776408533953222371,0.188,,,,1776408533953222371,0.1469140105
1776408533960914230,0.679,,,,1776408533960914230,0.1476831964
1776408533968606089,1.371,,,,1776408533968606089,0.1484523823
1776408533976297948,1.263,,,,1776408533976297948,0.1492215682
1776408533983989807,-0.284,,,,1776408533983989807,0.1499907541
1776408533991681666,-1.732,,,,1776408533991681666,0.15075994
1776408533999373525,-1.442,,,,1776408533999373525,0.1515291259
1776408534007065384,-0.544,,,,1776408534007065384,0.1522983118
1776408534014757243,-0.255,,,,1776408534014757243,0.1530674977
1776408534022449102,-0.019,,,,1776408534022449102,0.1538366836
1776408534030140961,0.269,,,,1776408534030140961,0.1546058695
1776408534037832820,0.245,,,,1776408534037832820,0.1553750554
1776408534045524679,0.191,,,,1776408534045524679,0.1561442413
1776408534053216538,0.274,,,,1776408534053216538,0.1569134272
1776408534060908397,0.287,,,,1776408534060908397,0.1576826131
1776408534068600256,0.257,,,,1776408534068600256,0.158451799
1776408534076292115,0.279,,,,1776408534076292115,0.1592209849
1776408534083983974,0.294,,,,1776408534083983974,0.1599901708
1776408534091675833,0.287,,,,1776408534091675833,0.1607593567
1776408534099367692,0.291,,,,1776408534099367692,0.1615285426
1776408534107059551,0.299,,,,1776408534107059551,0.1622977285
1776408534114751410,0.306,,,,1776408534114751410,0.1630669144
1776408534122443269,0.338,,,,1776408534122443269,0.1638361003
1776408534130135128,0.35,,,,1776408534130135128,0.1646052862
1776408534137826987,0.341,,,,1776408534137826987,0.1653744721
1776408534145518846,0.35,,,,1776408534145518846,0.166143658
1776408534153210705,0.372,,,,1776408534153210705,0.1669128439
1776408534160902564,0.385,,,,1776408534160902564,0.1676820298
1776408534168594484,0.39,,,,1776408534168594484,0.1684512218
1776408534176286552,0.387,,,,1776408534176286552,0.1692204286
1776408534183978620,0.385,,,,1776408534183978620,0.1699896354
1776408534191670688,0.39,,,,1776408534191670688,0.1707588422
1776408534199362756,0.387,,,,1776408534199362756,0.171528049
1776408534207054824,0.372,,,,1776408534207054824,0.1722972558
1776408534214746892,0.338,,,,1776408534214746892,0.1730664626
1776408534222438960,0.289,,,,1776408534222438960,0.1738356694
1776408534230131028,0.247,,,,1776408534230131028,0.1746048762
1776408534237823096,0.193,,,,1776408534237823096,0.175374083
1776408534245515164,0.144,,,,1776408534245515164,0.1761432898
1776408534253207232,0.115,,,,1776408534253207232,0.1769124966
1776408534260899300,0.085,,,,1776408534260899300,0.1776817034
1776408534268591368,0.051,,,,1776408534268591368,0.1784509102
1776408534276283436,0.019,,,,1776408534276283436,0.179220117
1776408534283975504,-0.004,,,,1776408534283975504,0.1799893238
1776408534291667572,-0.007,,,,1776408534291667572,0.1807585306
1776408534299359640,-0.019,,,,1776408534299359640,0.1815277374
1776408534307051708,-0.046,,,,1776408534307051708,0.1822969442
1776408534314743776,-0.022,,,,1776408534314743776,0.183066151
1776408534322435844,0.012,,,,1776408534322435844,0.1838353578
1776408534330127912,-0.002,,,,1776408534330127912,0.1846045646
1776408534337819980,-0.002,,,,1776408534337819980,0.1853737714
1776408534345512048,0.019,,,,1776408534345512048,0.1861429782
1776408534353204116,0.019,,,,1776408534353204116,0.186912185
1776408534360896184,0.019,,,,1776408534360896184,0.1876813918
1776408534368588252,0.034,,,,1776408534368588252,0.1884505986
1776408534376280320,0.036,,,,1776408534376280320,0.1892198054
1776408534383972388,0.034,,,,1776408534383972388,0.1899890122
1776408534391664456,0.049,,,,1776408534391664456,0.190758219
1776408534399356524,0.051,,,,1776408534399356524,0.1915274258
1776408534407048592,0.031,,,,1776408534407048592,0.1922966326
1776408534414740660,0.034,,,,1776408534414740660,0.1930658394
1776408534422432728,0.049,,,,1776408534422432728,0.1938350462
1776408534430124796,0.039,,,,1776408534430124796,0.194604253
1776408534437816864,0.022,,,,1776408534437816864,0.1953734598
1776408534445508932,0.017,,,,1776408534445508932,0.1961426666
1776408534453201000,0.017,,,,1776408534453201000,0.1969118734
1776408534460893068,0.029,,,,1776408534460893068,0.1976810802
1776408534468585136,0.029,,,,1776408534468585136,0.198450287
1776408534476277204,0.017,,,,1776408534476277204,0.1992194938
1776408534483969272,0.014,,,,1776408534483969272,0.1999887006
1776408534491661340,0.009,,,,1776408534491661340,0.2007579074
1776408534499353408,0.002,,,,1776408534499353408,0.2015271142
1776408534507045476,0.007,,,,1776408534507045476,0.202296321
1776408534514737544,0.002,,,,1776408534514737544,0.2030655278
1776408534522429612,-0.004,,,,1776408534522429612,0.2038347346
1776408534530121680,0.0,,,,1776408534530121680,0.2046039414
1776408534537813748,0.009,,,,1776408534537813748,0.2053731482
1776408534545505816,0.017,,,,1776408534545505816,0.206142355
1776408534553197884,0.019,,,,1776408534553197884,0.2069115618
1776408534560889952,0.029,,,,1776408534560889952,0.2076807686
1776408534568582020,0.024,,,,1776408534568582020,0.2084499754
1776408534576274088,0.012,,,,1776408534576274088,0.2092191822
1776408534583966156,0.019,,,,1776408534583966156,0.209988389
1776408534591658224,0.034,,,,1776408534591658224,0.2107575958
1776408534599350292,0.036,,,,1776408534599350292,0.2115268026
1776408534607042360,0.036,,,,1776408534607042360,0.2122960094
1776408534614734428,0.039,,,,1776408534614734428,0.2130652162
1776408534622426496,0.058,,,,1776408534622426496,0.213834423
1776408534630118564,0.078,,,,1776408534630118564,0.2146036298
1776408534637810632,0.085,,,,1776408534637810632,0.2153728366
1776408534645502700,0.09,,,,1776408534645502700,0.2161420434
1776408534653194768,0.08,,,,1776408534653194768,0.2169112502
1776408534660886836,0.066,,,,1776408534660886836,0.217680457
1776408534668578904,0.053,,,,1776408534668578904,0.2184496638
1776408534676270972,0.046,,,,1776408534676270972,0.2192188706
1776408534683963040,0.044,,818.0,,1776408534683963040,0.2199880774
1776408534691655108,0.041,,,,1776408534691655108,0.2207572842
1776408534699347176,0.041,,,,1776408534699347176,0.221526491
1776408534707039244,0.044,,,,1776408534707039244,0.2222956978
1776408534714731312,0.041,,,,1776408534714731312,0.2230649046
1776408534722423380,0.068,,,,1776408534722423380,0.2238341114
1776408534730115512,0.25,75.0,,,1776408534730115512,0.2246033246
1776408534737807302,0.785,,,,1776408534737807302,0.2253725036
1776408534745499092,1.428,,,,1776408534745499092,0.2261416826
1776408534753190882,1.055,,,,1776408534753190882,0.2269108616
1776408534760882672,-0.6890000000000001,,,,1776408534760882672,0.2276800406
1776408534768574462,-1.867,,,,1776408534768574462,0.2284492196
1776408534776266252,-1.305,,,,1776408534776266252,0.2292183986
1776408534783958042,-0.542,,,,1776408534783958042,0.2299875776
1776408534791649832,-0.343,,,,1776408534791649832,0.2307567566
1776408534799341622,-0.012,,,,1776408534799341622,0.2315259356
1776408534807033412,0.274,,,,1776408534807033412,0.2322951146
1776408534814725202,0.206,,,,1776408534814725202,0.2330642936
1776408534822416992,0.174,,,,1776408534822416992,0.2338334726
1776408534830108782,0.267,,,,1776408534830108782,0.2346026516
1776408534837800572,0.257,,,,1776408534837800572,0.2353718306
1776408534845492362,0.233,,,,1776408534845492362,0.2361410096
1776408534853184152,0.262,,,,1776408534853184152,0.2369101886
1776408534860875942,0.262,,,,1776408534860875942,0.2376793676
1776408534868567732,0.255,,,,1776408534868567732,0.2384485466
1776408534876259522,0.279,,,,1776408534876259522,0.2392177256
1776408534883951312,0.299,,,,1776408534883951312,0.2399869046
1776408534891643102,0.309,,,,1776408534891643102,0.2407560836
1776408534899334892,0.318,,,,1776408534899334892,0.2415252626
1776408534907026682,0.318,,,,1776408534907026682,0.2422944416
1776408534914718472,0.326,,,,1776408534914718472,0.2430636206
1776408534922410262,0.345,,,,1776408534922410262,0.2438327996
1776408534930102052,0.355,,,,1776408534930102052,0.2446019786
1776408534937793842,0.365,,,,1776408534937793842,0.2453711576
1776408534945485632,0.382,,,,1776408534945485632,0.2461403366
1776408534953177422,0.399,,,,1776408534953177422,0.2469095156
1776408534960869212,0.402,,,,1776408534960869212,0.2476786946
1776408534968561002,0.387,,,,1776408534968561002,0.2484478736
1776408534976252792,0.36,,,,1776408534976252792,0.2492170526
1776408534983944582,0.323,,,,1776408534983944582,0.2499862316
1776408534991636372,0.299,,,,1776408534991636372,0.2507554106
1776408534999328162,0.274,,,,1776408534999328162,0.2515245896
1776408535007019952,0.225,,,,1776408535007019952,0.2522937686
1776408535014711742,0.171,,,,1776408535014711742,0.2530629476
1776408535022403532,0.132,,,,1776408535022403532,0.2538321266
1776408535030095322,0.095,,,,1776408535030095322,0.2546013056
1776408535037787112,0.066,,,,1776408535037787112,0.2553704846
1776408535045478902,0.041,,,,1776408535045478902,0.2561396636
1776408535053170692,0.002,,,,1776408535053170692,0.2569088426
1776408535060862482,-0.031,,,,1776408535060862482,0.2576780216
1776408535068554272,-0.014,,,,1776408535068554272,0.2584472006
1776408535076246062,0.017,,,,1776408535076246062,0.2592163796
1776408535083937852,-0.002,,,,1776408535083937852,0.2599855586
1776408535091629642,-0.009,,,,1776408535091629642,0.2607547376
1776408535099321432,0.002,,,,1776408535099321432,0.2615239166
1776408535107013222,0.004,,,,1776408535107013222,0.2622930956
1776408535114705012,0.012,,,,1776408535114705012,0.2630622746
1776408535122396802,0.024,,,,1776408535122396802,0.2638314536
1776408535130088592,0.034,,,,1776408535130088592,0.2646006326
1776408535137780382,0.051,,,,1776408535137780382,0.2653698116
1776408535145472172,0.051,,,,1776408535145472172,0.2661389906
1776408535153163962,0.034,,,,1776408535153163962,0.2669081696
