HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,time
,,0.011744875048161182,0.16812280532690185,0.009417064502631658,0.1892847448776947,0.0698589047769229,0.062048714257189976,0.8882005015012355,-1.7830605825289194,0.0
,,0.011460231165608828,0.17152854872202467,0.00992839188110457,0.19291717176873804,0.06681238342534468,0.059404930419293775,0.889130537988846,-1.7630055613784226,0.1
,,0.011460211478893083,0.17152916655630382,0.009928369450244542,0.19291774748544144,0.06681202800068005,0.059404651092341464,0.8891310871709628,-1.7630019594522648,0.2
,,0.011460231165608828,0.17152854872202467,0.00992839188110457,0.19291717176873804,0.06681238342534468,0.059404930419293775,0.889130537988846,-1.7630055613784226,0.3
,,0.011460231165608828,0.17152854872202467,0.00992839188110457,0.19291717176873804,0.06681238342534468,0.059404930419293775,0.889130537988846,-1.7630055613784226,0.4
,,0.011460231165608828,0.17152854872202467,0.00992839188110457,0.19291717176873804,0.06681238342534468,0.059404930419293775,0.889130537988846,-1.7630055613784226,0.5
,,0.011460231165608828,0.17152854872202467,0.00992839188110457,0.19291717176873804,0.06681238342534468,0.059404930419293775,0.889130537988846,-1.7630055613784226,0.6
,,0.011460231165608828,0.17152854872202467,0.00992839188110457,0.19291717176873804,0.06681238342534468,0.059404930419293775,0.889130537988846,-1.7630055613784226,0.7
,,0.011463904197682671,0.1795080578038551,0.009853957995365184,0.20082591999690294,0.06386289472425273,0.05708378777928398,0.8938490499962525,-1.7175351817891684,0.8
,,0.011465509961852749,0.17953029061303777,0.009854532625810007,0.20085033320070053,0.06386393027439408,0.057084844118211096,0.8938510967449647,-1.7174113353571139,0.9
,,0.011463904197682671,0.1795080578038551,0.009853957995365184,0.20082591999690294,0.06386289472425273,0.05708378777928398,0.8938490499962525,-1.7175351817891684,1.0
,,0.011465509961852749,0.17953029061303777,0.009854532625810007,0.20085033320070053,0.06386393027439408,0.057084844118211096,0.8938510967449647,-1.7174113353571139,1.1
,,0.011463904197682671,0.1795080578038551,0.009853957995365184,0.20082591999690294,0.06386289472425273,0.05708378777928398,0.8938490499962525,-1.7175351817891684,1.2
,,0.011465509961852749,0.17953029061303777,0.009854532625810007,0.20085033320070053,0.06386393027439408,0.057084844118211096,0.8938510967449647,-1.7174113353571139,1.3
,,0.011465509961852749,0.17953029061303777,0.009854532625810007,0.20085033320070053,0.06386393027439408,0.057084844118211096,0.8938510967449647,-1.7174113353571139,1.4
,,0.011463904197682671,0.1795080578038551,0.009853957995365184,0.20082591999690294,0.06386289472425273,0.05708378777928398,0.8938490499962525,-1.7175351817891684,1.5
,,0.010905926919886042,0.16430756501133065,0.009343041861443706,0.1845565337926604,0.06637507481249552,0.059092608079312325,0.8902831107346304,-1.8060152111076626,1.6
,,0.010905926919886042,0.16430756501133065,0.009343041861443706,0.1845565337926604,0.06637507481249552,0.059092608079312325,0.8902831107346304,-1.8060152111076626,1.7
,,0.01090260646867012,0.164254395621564,0.009341604459865689,0.18449860655009978,0.0663763452260317,0.059093164292867255,0.8902744508098029,-1.8063388602003838,1.8
,,0.01090260646867012,0.164254395621564,0.009341604459865689,0.18449860655009978,0.0663763452260317,0.059093164292867255,0.8902744508098029,-1.8063388602003838,1.9
,,0.01090260646867012,0.164254395621564,0.009341604459865689,0.18449860655009978,0.0663763452260317,0.059093164292867255,0.8902744508098029,-1.8063388602003838,2.0
,,0.01090260646867012,0.164254395621564,0.009341604459865689,0.18449860655009978,0.0663763452260317,0.059093164292867255,0.8902744508098029,-1.8063388602003838,2.1
