UNIX Timestamp,ECG,HR,RR,Marker,time,norm_time
1787890092331561802,0.039,92.0,711.0,,1787890092331561802,0.0
1787890092339257842,-0.092,,,,1787890092339257842,0.000769604
1787890092346953882,-0.184,,,,1787890092346953882,0.001539208
1787890092354649922,-0.207,,,,1787890092354649922,0.002308812
1787890092362345962,-0.249,,,,1787890092362345962,0.003078416
1787890092370042002,-0.316,,,,1787890092370042002,0.00384802
1787890092377738042,-0.339,,,,1787890092377738042,0.004617624
1787890092385434082,-0.319,,,,1787890092385434082,0.005387228
1787890092393130122,-0.299,,,,1787890092393130122,0.006156832
1787890092400826162,-0.286,,,,1787890092400826162,0.006926436
1787890092408522202,-0.274,,,,1787890092408522202,0.00769604
1787890092416218242,-0.276,,,,1787890092416218242,0.008465644
1787890092423914282,-0.286,,,,1787890092423914282,0.009235248
1787890092431610322,-0.256,,,,1787890092431610322,0.010004852
1787890092439306362,-0.217,,,,1787890092439306362,0.010774456
1787890092447002402,-0.231,,,,1787890092447002402,0.01154406
1787890092454698442,-0.229,,,,1787890092454698442,0.012313664
1787890092462394482,-0.192,,,,1787890092462394482,0.013083268
1787890092470090522,-0.209,,,,1787890092470090522,0.013852872
1787890092477786562,-0.219,,,,1787890092477786562,0.014622476
1787890092485482602,-0.189,,,,1787890092485482602,0.01539208
1787890092493178642,-0.204,,,,1787890092493178642,0.016161684
1787890092500874682,-0.221,,,,1787890092500874682,0.016931288
1787890092508570722,-0.187,,,,1787890092508570722,0.017700892
1787890092516266762,-0.179,,,,1787890092516266762,0.018470496
1787890092523962802,-0.192,,,,1787890092523962802,0.0192401
1787890092531658842,-0.169,,,,1787890092531658842,0.020009704
1787890092539354882,-0.159,,,,1787890092539354882,0.020779308
1787890092547050922,-0.194,,,,1787890092547050922,0.021548912
1787890092554746962,-0.187,,,,1787890092554746962,0.022318516
1787890092562443002,-0.149,,,,1787890092562443002,0.02308812
1787890092570139042,-0.164,,,,1787890092570139042,0.023857724
1787890092577835082,-0.197,,,,1787890092577835082,0.024627328
1787890092585531122,-0.172,,,,1787890092585531122,0.025396932
1787890092593227162,-0.147,,,,1787890092593227162,0.026166536
1787890092600923202,-0.179,,,,1787890092600923202,0.02693614
1787890092608619242,-0.157,,,,1787890092608619242,0.027705744
1787890092616315282,-0.094,,,,1787890092616315282,0.028475348
1787890092624011322,-0.112,,,,1787890092624011322,0.029244952
1787890092631707362,-0.134,,,,1787890092631707362,0.030014556
1787890092639403402,-0.107,,,,1787890092639403402,0.03078416
1787890092647099442,-0.112,,,,1787890092647099442,0.031553764
1787890092654795482,-0.149,,,,1787890092654795482,0.032323368
1787890092662491522,-0.147,,,,1787890092662491522,0.033092972
1787890092670187562,-0.129,,,,1787890092670187562,0.033862576
1787890092677883602,-0.139,,,,1787890092677883602,0.03463218
1787890092685579642,-0.144,,,,1787890092685579642,0.035401784
1787890092693275682,-0.124,,,,1787890092693275682,0.036171388
1787890092700971722,-0.102,,,,1787890092700971722,0.036940992
1787890092708667762,-0.084,,,,1787890092708667762,0.037710596
1787890092716363802,-0.077,,,,1787890092716363802,0.0384802
1787890092724059842,-0.072,,,,1787890092724059842,0.039249804
1787890092731755882,0.084,,,,1787890092731755882,0.040019408
1787890092739451922,0.508,,,,1787890092739451922,0.040789012
1787890092747147962,0.646,,,,1787890092747147962,0.041558616
1787890092754844002,0.112,,,,1787890092754844002,0.04232822
1787890092762540042,-0.481,,,,1787890092762540042,0.043097824
1787890092770236082,-0.538,,,,1787890092770236082,0.043867428
1787890092777932122,-0.204,,,,1787890092777932122,0.044637032
1787890092785628162,-0.044,,,,1787890092785628162,0.045406636
1787890092793324202,-0.097,,,,1787890092793324202,0.04617624
1787890092801020242,-0.047,,,,1787890092801020242,0.046945844
1787890092808716282,0.004,,,,1787890092808716282,0.047715448
1787890092816412322,-0.029,,,,1787890092816412322,0.048485052
1787890092824108362,-0.017,,,,1787890092824108362,0.049254656
1787890092831804402,0.029,,,,1787890092831804402,0.05002426
1787890092839500442,0.004,,,,1787890092839500442,0.050793864
1787890092847196482,-0.007,,,,1787890092847196482,0.051563468
1787890092854892522,0.072,,,,1787890092854892522,0.052333072
1787890092862588562,0.104,,,,1787890092862588562,0.053102676
1787890092870284602,0.052,,,,1787890092870284602,0.05387228
1787890092877980642,0.054,,,,1787890092877980642,0.054641884
1787890092885676682,0.127,,,,1787890092885676682,0.055411488
1787890092893372750,0.164,,,,1787890092893372750,0.0561810948
1787890092901069208,0.147,,,,1787890092901069208,0.0569507406
1787890092908765666,0.157,,,,1787890092908765666,0.0577203864
1787890092916462124,0.202,,,,1787890092916462124,0.0584900322
1787890092924158582,0.229,,,,1787890092924158582,0.059259678
1787890092931855040,0.254,,,,1787890092931855040,0.0600293238
1787890092939551498,0.281,,,,1787890092939551498,0.0607989696
1787890092947247956,0.266,,,,1787890092947247956,0.0615686154
1787890092954944414,0.241,,,,1787890092954944414,0.0623382612
1787890092962640872,0.231,,,,1787890092962640872,0.063107907
1787890092970337330,0.177,,,,1787890092970337330,0.0638775528
1787890092978033788,0.089,,,,1787890092978033788,0.0646471986
1787890092985730246,0.029,,,,1787890092985730246,0.0654168444
1787890092993426704,-0.047,,,,1787890092993426704,0.0661864902
1787890093001123162,-0.149,,,,1787890093001123162,0.066956136
1787890093008819620,-0.209,,,,1787890093008819620,0.0677257818
1787890093016516078,-0.244,,,,1787890093016516078,0.0684954276
1787890093024212536,-0.274,,,,1787890093024212536,0.0692650734
1787890093031908994,-0.271,,,,1787890093031908994,0.0700347192
