HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,time,time_of_day
,,0.011744875048161182,0.16812280532690185,0.009417064502631658,0.1892847448776947,0.0698589047769229,0.062048714257189976,0.8882005015012355,-1.7830605825289194,0.0,2026-08-28 13:42:57.299167232+09:00
,,0.011460231165608828,0.17152854872202467,0.00992839188110457,0.19291717176873804,0.0683356441011338,0.059404930419293775,0.889130537988846,-1.7630055613784226,0.1,2026-08-28 13:42:57.399167232+09:00
,,0.011460211478893083,0.17152916655630382,0.009928369450244542,0.19291774748544144,0.06782777206764921,0.059404651092341464,0.8891310871709628,-1.7630019594522648,0.2,2026-08-28 13:42:57.499167232+09:00
,,0.011460231165608828,0.17152854872202467,0.00992839188110457,0.19291717176873804,0.06757392490707308,0.059404930419293775,0.889130537988846,-1.7630055613784226,0.3,2026-08-28 13:42:57.599167232+09:00
,,0.011460231165608828,0.17152854872202467,0.00992839188110457,0.19291717176873804,0.0674216166107274,0.059404930419293775,0.889130537988846,-1.7630055613784226,0.4,2026-08-28 13:42:57.699167232+09:00
,,0.011460231165608828,0.17152854872202467,0.00992839188110457,0.19291717176873804,0.06732007774649694,0.059404930419293775,0.889130537988846,-1.7630055613784226,0.5,2026-08-28 13:42:57.799167232+09:00
,,0.011460231165608828,0.17152854872202467,0.00992839188110457,0.19291717176873804,0.06724754998633234,0.059404930419293775,0.889130537988846,-1.7630055613784226,0.6,2026-08-28 13:42:57.899167232+09:00
,,0.011460231165608828,0.17152854872202467,0.00992839188110457,0.19291717176873804,0.06719315416620888,0.059404930419293775,0.889130537988846,-1.7630055613784226,0.7,2026-08-28 13:42:57.999167232+09:00
,,0.011463904197682671,0.1795080578038551,0.009853957995365184,0.20082591999690294,0.06682312533932486,0.05708378777928398,0.8938490499962525,-1.7175351817891684,0.8,2026-08-28 13:42:58.099167232+09:00
,,0.011465509961852749,0.17953029061303777,0.009854532625810007,0.20085033320070053,0.06652720583283178,0.057084844118211096,0.8938510967449647,-1.7174113353571139,0.9,2026-08-28 13:42:58.199167232+09:00
,,0.011463904197682671,0.1795080578038551,0.009853957995365184,0.20082591999690294,0.06628499573205188,0.05708378777928398,0.8938490499962525,-1.7175351817891684,1.0,2026-08-28 13:42:58.299167232+09:00
,,0.011465509961852749,0.17953029061303777,0.009854532625810007,0.20085033320070053,0.06608324027724706,0.057084844118211096,0.8938510967449647,-1.7174113353571139,1.1,2026-08-28 13:42:58.399167232+09:00
,,0.011463904197682671,0.1795080578038551,0.009853957995365184,0.20082591999690294,0.06591244446547825,0.05708378777928398,0.8938490499962525,-1.7175351817891684,1.2,2026-08-28 13:42:58.499167232+09:00
,,0.011465509961852749,0.17953029061303777,0.009854532625810007,0.20085033320070053,0.06576612202325796,0.057084844118211096,0.8938510967449647,-1.7174113353571139,1.3,2026-08-28 13:42:58.599167232+09:00
,,0.011465509961852749,0.17953029061303777,0.009854532625810007,0.20085033320070053,0.06563930924000036,0.057084844118211096,0.8938510967449647,-1.7174113353571139,1.4,2026-08-28 13:42:58.699167232+09:00
,,0.011463904197682671,0.1795080578038551,0.009853957995365184,0.20082591999690294,0.06552828333276614,0.05708378777928398,0.8938490499962525,-1.7175351817891684,1.5,2026-08-28 13:42:58.799167232+09:00
,,0.010905926919886042,0.16430756501133065,0.009343041861443706,0.1845565337926604,0.06557809459627964,0.059092608079312325,0.8902831107346304,-1.8060152111076626,1.6,2026-08-28 13:42:58.899167232+09:00
,,0.010905926919886042,0.16430756501133065,0.009343041861443706,0.1845565337926604,0.06562237127495829,0.059092608079312325,0.8902831107346304,-1.8060152111076626,1.7,2026-08-28 13:42:58.999167232+09:00
,,0.01090260646867012,0.164254395621564,0.009341604459865689,0.18449860655009978,0.06566205411448847,0.059093164292867255,0.8902744508098029,-1.8063388602003838,1.8,2026-08-28 13:42:59.099167232+09:00
,,0.01090260646867012,0.164254395621564,0.009341604459865689,0.18449860655009978,0.06569776867006563,0.059093164292867255,0.8902744508098029,-1.8063388602003838,1.9,2026-08-28 13:42:59.199167232+09:00
,,0.01090260646867012,0.164254395621564,0.009341604459865689,0.18449860655009978,0.06573008183939735,0.059093164292867255,0.8902744508098029,-1.8063388602003838,2.0,2026-08-28 13:42:59.299167232+09:00
,,0.01090260646867012,0.164254395621564,0.009341604459865689,0.18449860655009978,0.06575945744788073,0.059093164292867255,0.8902744508098029,-1.8063388602003838,2.1,2026-08-28 13:42:59.399167232+09:00
,,0.01090260646867012,0.164254395621564,0.009341604459865689,0.18449860655009978,0.06578627865562643,0.059093164292867255,0.8902744508098029,-1.8063388602003838,2.2,2026-08-28 13:42:59.499167232+09:00
,,0.012017064536304979,0.17073957899718145,0.013740605097674278,0.1964972486311607,0.06597778449048254,0.061156401018427814,0.8689158763625835,-1.767615813156903,2.3,2026-08-28 13:42:59.599167232+09:00
,,0.012017064536304979,0.17073957899718145,0.013740605097674278,0.1964972486311607,0.06615396985855015,0.061156401018427814,0.8689158763625835,-1.767615813156903,2.4,2026-08-28 13:42:59.699167232+09:00
,,0.012017064536304979,0.17073957899718145,0.013740605097674278,0.1964972486311607,0.06631660250599719,0.061156401018427814,0.8689158763625835,-1.767615813156903,2.5,2026-08-28 13:42:59.799167232+09:00
,,0.011343813120668447,0.15537890989916486,0.009774593096349904,0.17649731611618322,0.06656441051044377,0.06427187319495065,0.8803471538166807,-1.8618885651932842,2.6,2026-08-28 13:42:59.899167232+09:00
,,0.011343813120668447,0.15537890989916486,0.009774593096349904,0.17649731611618322,0.0667945179431442,0.06427187319495065,0.8803471538166807,-1.8618885651932842,2.7,2026-08-28 13:42:59.999167232+09:00
,,0.011343813120668447,0.15537890989916486,0.009774593096349904,0.17649731611618322,0.06700875589772734,0.06427187319495065,0.8803471538166807,-1.8618885651932842,2.8,2026-08-28 13:43:00.099167232+09:00
,,0.011343813120668447,0.15537890989916486,0.009774593096349904,0.17649731611618322,0.06720871132200494,0.06427187319495065,0.8803471538166807,-1.8618885651932842,2.9,2026-08-28 13:43:00.199167232+09:00
,,0.011343813120668447,0.15537890989916486,0.009774593096349904,0.17649731611618322,0.06739576639632913,0.06427187319495065,0.8803471538166807,-1.8618885651932842,3.0,2026-08-28 13:43:00.299167232+09:00
,,0.011176043619849736,0.15402109720145396,0.011806968544142081,0.17700410936544578,0.06755720404740656,0.063140023471294,0.870155488217843,-1.8706656911368045,3.1,2026-08-28 13:43:00.399167232+09:00
,,0.011192082806583913,0.1542182286505475,0.011820576791309894,0.1772308882484413,0.06770919851233359,0.06314973037259122,0.8701543516182417,-1.869386610504085,3.2,2026-08-28 13:43:00.499167232+09:00
,,0.011176043619849736,0.15402109720145396,0.011806968544142081,0.17700410936544578,0.0678519212393475,0.063140023471294,0.870155488217843,-1.8706656911368045,3.3,2026-08-28 13:43:00.599167232+09:00
,,0.011176043619849736,0.15402109720145396,0.011806968544142081,0.17700410936544578,0.06798648838196061,0.063140023471294,0.870155488217843,-1.8706656911368045,3.4,2026-08-28 13:43:00.699167232+09:00
,,0.012557358464679496,0.15067638242075382,0.010821904943695032,0.17405564582912836,0.0684129727425021,0.07214565436738055,0.865679373415292,-1.8926209048035911,3.5,2026-08-28 13:43:00.799167232+09:00
,,0.012557358464679496,0.15067638242075382,0.010821904943695032,0.17405564582912836,0.06881640389436566,0.07214565436738055,0.865679373415292,-1.8926209048035911,3.6,2026-08-28 13:43:00.899167232+09:00
,,0.012557358464679496,0.15067638242075382,0.010821904943695032,0.17405564582912836,0.0691986018277101,0.07214565436738055,0.865679373415292,-1.8926209048035911,3.7,2026-08-28 13:43:00.999167232+09:00
,,0.012557358464679496,0.15067638242075382,0.010821904943695032,0.17405564582912836,0.06956119986703685,0.07214565436738055,0.865679373415292,-1.8926209048035911,3.8,2026-08-28 13:43:01.099167232+09:00
,,0.015668422519058957,0.1592822734488824,0.01704459654375327,0.19199529251169462,0.07028139244733014,0.0816083681744675,0.8296155148657115,-1.8370773460427596,3.9,2026-08-28 13:43:01.199167232+09:00
,,0.015668422519058957,0.1592822734488824,0.01704459654375327,0.19199529251169462,0.07096645368224326,0.0816083681744675,0.8296155148657115,-1.8370773460427596,4.0,2026-08-28 13:43:01.299167232+09:00
,,0.015668422519058957,0.1592822734488824,0.01704459654375327,0.19199529251169462,0.07161889295358909,0.0816083681744675,0.8296155148657115,-1.8370773460427596,4.1,2026-08-28 13:43:01.399167232+09:00
,,0.015668422519058957,0.1592822734488824,0.01704459654375327,0.19199529251169462,0.07224098621231417,0.0816083681744675,0.8296155148657115,-1.8370773460427596,4.2,2026-08-28 13:43:01.499167232+09:00
,,0.015668422519058957,0.1592822734488824,0.01704459654375327,0.19199529251169462,0.07283480250473359,0.0816083681744675,0.8296155148657115,-1.8370773460427596,4.3,2026-08-28 13:43:01.599167232+09:00
,,0.012209358135982675,0.12398774521932014,0.010172439829843392,0.14636954318514622,0.07340452461616816,0.08341460846495076,0.8470870545963594,-2.0875725471374458,4.4,2026-08-28 13:43:01.699167232+09:00
,,0.012209358135982675,0.12398774521932014,0.010172439829843392,0.14636954318514622,0.0739494762010186,0.08341460846495076,0.8470870545963594,-2.0875725471374458,4.5,2026-08-28 13:43:01.799167232+09:00
,,0.012650584019225667,0.15539602203464026,0.018624750611485958,0.17402077264612623,0.07456280316235957,,0.8929739804720919,-1.8617784396089185,4.6,2026-08-28 13:43:01.899167232+09:00
,,0.01309180990246866,0.15539602203464026,0.018624750611485958,0.17402077264612623,0.07524023203916043,,0.8929739804720919,-1.8617784396089185,4.7,2026-08-28 13:43:01.999167232+09:00
,,0.013533035785711653,0.15539602203464026,0.018624750611485958,0.17402077264612623,0.07597783822435218,,0.8929739804720919,-1.8617784396089185,4.8,2026-08-28 13:43:02.099167232+09:00
,,0.013974261668954643,0.15539602203464026,0.018624750611485958,0.17402077264612623,0.07677201107943138,,0.8929739804720919,-1.8617784396089185,4.9,2026-08-28 13:43:02.199167232+09:00
,,0.014415487552197636,0.15539602203464026,0.018624750611485958,0.17402077264612623,0.07761942315322816,,0.8929739804720919,-1.8617784396089185,5.0,2026-08-28 13:43:02.299167232+09:00
,,0.014856713435440629,0.15539602203464026,0.018624750611485958,0.17402077264612623,0.078517002952355,,0.8929739804720919,-1.8617784396089185,5.1,2026-08-28 13:43:02.399167232+09:00
,,0.015297939318683621,0.15539602203464026,0.018624750611485958,0.17402077264612623,0.07946191079424604,,0.8929739804720919,-1.8617784396089185,5.2,2026-08-28 13:43:02.499167232+09:00
,,0.015739165201926614,0.11842803998431391,0.011294736816441414,0.14546194200268195,0.08045151734319213,0.10820125859199943,0.8141513742620761,-2.1334497603788134,5.3,2026-08-28 13:43:02.599167232+09:00
,,0.008106297282564952,0.06944781441787674,0.007452818552860695,0.08500693025330239,0.08111103550935211,0.09536042836048694,0.8169665015656626,-2.6671796801419565,5.4,2026-08-28 13:43:02.699167232+09:00
,,0.008106297282564952,0.06944781441787674,0.007452818552860695,0.08500693025330239,0.0817469994552921,0.09536042836048694,0.8169665015656626,-2.6671796801419565,5.5,2026-08-28 13:43:02.799167232+09:00
,,0.008106297282564952,0.06944781441787674,0.007452818552860695,0.08500693025330239,0.08236064887681314,0.09536042836048694,0.8169665015656626,-2.6671796801419565,5.6,2026-08-28 13:43:02.899167232+09:00
,,0.008106297282564952,0.06944781441787674,0.007452818552860695,0.08500693025330239,0.08295313797345415,0.09536042836048694,0.8169665015656626,-2.6671796801419565,5.7,2026-08-28 13:43:02.999167232+09:00
,,0.008106297282564952,0.06944781441787674,0.007452818552860695,0.08500693025330239,0.08352554269393783,0.09536042836048694,0.8169665015656626,-2.6671796801419565,5.8,2026-08-28 13:43:03.099167232+09:00
,,0.008106297282564952,0.06944781441787674,0.007452818552860695,0.08500693025330239,0.08407886725707206,0.09536042836048694,0.8169665015656626,-2.6671796801419565,5.9,2026-08-28 13:43:03.199167232+09:00
,,0.008106297282564952,0.06944781441787674,0.007452818552860695,0.08500693025330239,0.08461405003125107,0.09536042836048694,0.8169665015656626,-2.6671796801419565,6.0,2026-08-28 13:43:03.299167232+09:00
,,0.00774524928338217,0.08520921516788732,0.012556922165509158,0.09776613733339648,0.08519688871721512,,0.8715616418117424,-2.4626456917481527,6.1,2026-08-28 13:43:03.399167232+09:00
,,0.007384201284199388,0.08520921516788732,0.012556922165509158,0.09776613733339648,0.08582511398583158,,0.8715616418117424,-2.4626456917481527,6.2,2026-08-28 13:43:03.499167232+09:00
,,0.007023153285016605,0.08520921516788732,0.012556922165509158,0.09776613733339648,0.08649659834103864,,0.8715616418117424,-2.4626456917481527,6.3,2026-08-28 13:43:03.599167232+09:00
,,0.0066621052858338225,0.05015695857858732,0.005925422763676538,0.06274448662809767,0.087209345209609,0.10617833763342098,0.7993843168385488,-2.992598018893991,6.4,2026-08-28 13:43:03.699167232+09:00
,,0.0066621052858338225,0.05015695857858732,0.005925422763676538,0.06274448662809767,0.08790049368822271,0.10617833763342098,0.7993843168385488,-2.992598018893991,6.5,2026-08-28 13:43:03.799167232+09:00
,,0.0066621052858338225,0.05015695857858732,0.005925422763676538,0.06274448662809767,0.08857101086896735,0.10617833763342098,0.7993843168385488,-2.992598018893991,6.6,2026-08-28 13:43:03.899167232+09:00
,,0.0066621052858338225,0.05015695857858732,0.005925422763676538,0.06274448662809767,0.08922180695616067,0.10617833763342098,0.7993843168385488,-2.992598018893991,6.7,2026-08-28 13:43:03.999167232+09:00
,,0.0066621052858338225,0.05015695857858732,0.005925422763676538,0.06274448662809767,0.08985373938865272,0.10617833763342098,0.7993843168385488,-2.992598018893991,6.8,2026-08-28 13:43:04.099167232+09:00
,,0.005685739826378912,0.04229825911660633,0.005381140910800579,0.05336513985378582,0.09049040290101584,0.10654408180990751,0.792619662058388,-3.1630093494126053,6.9,2026-08-28 13:43:04.199167232+09:00
,,0.005685739826378912,0.04229825911660633,0.005381140910800579,0.05336513985378582,0.09110913222993211,0.10654408180990751,0.792619662058388,-3.1630093494126053,7.0,2026-08-28 13:43:04.299167232+09:00
,,0.005685739826378912,0.04229825911660633,0.005381140910800579,0.05336513985378582,0.09171067463304514,0.10654408180990751,0.792619662058388,-3.1630093494126053,7.1,2026-08-28 13:43:04.399167232+09:00
,,0.005685739826378912,0.04229825911660633,0.005381140910800579,0.05336513985378582,0.09229573642237426,0.10654408180990751,0.792619662058388,-3.1630093494126053,7.2,2026-08-28 13:43:04.499167232+09:00
,,0.005685739826378912,0.04229825911660633,0.005381140910800579,0.05336513985378582,0.0928649857309107,0.10654408180990751,0.792619662058388,-3.1630093494126053,7.3,2026-08-28 13:43:04.599167232+09:00
,,0.005685739826378912,0.04229825911660633,0.005381140910800579,0.05336513985378582,0.09341905505788617,0.10654408180990751,0.792619662058388,-3.1630093494126053,7.4,2026-08-28 13:43:04.699167232+09:00
,,0.005484984770708169,0.03678517441112219,0.00466038108847112,0.046930540270301475,0.09415181183954444,0.1168745285930401,0.783821669199929,-3.3026603842438598,7.5,2026-08-28 13:43:04.799167232+09:00
,,0.0047339078778030905,0.03161082714033595,0.004185908732330273,0.04053064375046932,0.09487394285858304,0.11679824053493537,0.7799241318482616,-3.4542555860505857,7.6,2026-08-28 13:43:04.899167232+09:00
,,0.0047339078778030905,0.03161082714033595,0.004185908732330273,0.04053064375046932,0.0955775576976463,0.11679824053493537,0.7799241318482616,-3.4542555860505857,7.7,2026-08-28 13:43:04.999167232+09:00
,,0.004730841959806832,0.03159171049828103,0.0041833320426968405,0.0405058845007847,0.09626327812909356,0.11679394285823295,0.7799289137278071,-3.45486051880652,7.8,2026-08-28 13:43:05.099167232+09:00
,,0.0047339078778030905,0.03161082714033595,0.004185908732330273,0.04053064375046932,0.09693193590629887,0.11679824053493537,0.7799241318482616,-3.4542555860505857,7.9,2026-08-28 13:43:05.199167232+09:00
,,0.0047339078778030905,0.03161082714033595,0.004185908732330273,0.04053064375046932,0.09758408361493119,0.11679824053493537,0.7799241318482616,-3.4542555860505857,8.0,2026-08-28 13:43:05.299167232+09:00
,,0.004730841959806832,0.03159171049828103,0.0041833320426968405,0.0405058845007847,0.09822024688526106,0.11679394285823295,0.7799289137278071,-3.45486051880652,8.1,2026-08-28 13:43:05.399167232+09:00
,,0.0047339078778030905,0.03161082714033595,0.004185908732330273,0.04053064375046932,0.0988411583722521,0.11679824053493537,0.7799241318482616,-3.4542555860505857,8.2,2026-08-28 13:43:05.499167232+09:00
,,0.0047339078778030905,0.03161082714033595,0.004185908732330273,0.04053064375046932,0.09944728625241,0.11679824053493537,0.7799241318482616,-3.4542555860505857,8.3,2026-08-28 13:43:05.599167232+09:00
,,0.0038498398993980524,0.023603393002299508,0.003140708196700189,0.03059394109839775,0.1001962047603769,0.12583667749820157,0.771505473138786,-3.7463648060007957,8.4,2026-08-28 13:43:05.699167232+09:00
,,0.0038498398993980524,0.023603393002299508,0.003140708196700189,0.03059394109839775,0.10092770655885618,0.12583667749820157,0.771505473138786,-3.7463648060007957,8.5,2026-08-28 13:43:05.799167232+09:00
,,0.0038498398993980524,0.023603393002299508,0.003140708196700189,0.03059394109839775,0.10164239222403708,0.12583667749820157,0.771505473138786,-3.7463648060007957,8.6,2026-08-28 13:43:05.899167232+09:00
,,0.0038498398993980524,0.023603393002299508,0.003140708196700189,0.03059394109839775,0.10234083503319115,0.12583667749820157,0.771505473138786,-3.7463648060007957,8.7,2026-08-28 13:43:05.999167232+09:00
,,0.0038498398993980524,0.023603393002299508,0.003140708196700189,0.03059394109839775,0.10302358249831929,0.12583667749820157,0.771505473138786,-3.7463648060007957,8.8,2026-08-28 13:43:06.099167232+09:00
,,0.0038498398993980524,0.023603393002299508,0.003140708196700189,0.03059394109839775,0.1036911577975557,0.12583667749820157,0.771505473138786,-3.7463648060007957,8.9,2026-08-28 13:43:06.199167232+09:00
,,0.0038498398993980524,0.023603393002299508,0.003140708196700189,0.03059394109839775,0.10472722951591872,0.12583667749820157,0.771505473138786,-3.7463648060007957,9.0,2026-08-28 13:43:06.299167232+09:00
,,0.0038498398993980524,0.023603393002299508,0.003140708196700189,0.03059394109839775,0.10579715147152151,0.12583667749820157,0.771505473138786,-3.7463648060007957,9.1,2026-08-28 13:43:06.399167232+09:00
,,0.0033653510898082172,0.020854436430760306,0.0028045063026049992,0.027024293823173524,0.10684783326428764,0.12453058391936239,0.7716921880444283,-3.8701885749177194,9.2,2026-08-28 13:43:06.499167232+09:00
,,0.0033653510898082172,0.020854436430760306,0.0028045063026049992,0.027024293823173524,0.10789851110789081,0.12453058391936239,0.7716921880444283,-3.8701885749177194,9.3,2026-08-28 13:43:06.599167232+09:00
,,0.0038267171028946727,0.028258555020393518,0.004167971990632359,0.03625324411392055,0.10866079577548059,0.1055551633081379,0.7794765878494933,-3.566359034653916,9.4,2026-08-28 13:43:06.699167232+09:00
,,0.0038267171028946727,0.028258555020393518,0.004167971990632359,0.03625324411392055,0.10942308044307038,0.1055551633081379,0.7794765878494933,-3.566359034653916,9.5,2026-08-28 13:43:06.799167232+09:00
,,0.0038267171028946727,0.028258555020393518,0.004167971990632359,0.03625324411392055,0.11018536511066016,0.1055551633081379,0.7794765878494933,-3.566359034653916,9.6,2026-08-28 13:43:06.899167232+09:00
