UNIX Timestamp,ECG,HR,RR,Marker,datetime_utc,datetime_local,elapsed_seconds
1776408881364331944,0.296,,,,2026-04-17 06:54:41.364331 UTC,2026-04-17 06:54:41.364331,0.18460296
1776408881372023734,0.294,,,,2026-04-17 06:54:41.372023 UTC,2026-04-17 06:54:41.372023,0.19229475
1776408881379715524,0.296,,,,2026-04-17 06:54:41.379715 UTC,2026-04-17 06:54:41.379715,0.19998654
1776408881387407314,0.309,,,,2026-04-17 06:54:41.387407 UTC,2026-04-17 06:54:41.387407,0.20767833
1776408881395099104,0.316,,,,2026-04-17 06:54:41.395099 UTC,2026-04-17 06:54:41.395099,0.21537012
1776408881402790894,0.323,,,,2026-04-17 06:54:41.402790 UTC,2026-04-17 06:54:41.402790,0.22306191
1776408881410482684,0.333,,,,2026-04-17 06:54:41.410482 UTC,2026-04-17 06:54:41.410482,0.2307537
1776408881418174474,0.341,,,,2026-04-17 06:54:41.418174 UTC,2026-04-17 06:54:41.418174,0.23844549
1776408881425866264,0.345,,,,2026-04-17 06:54:41.425866 UTC,2026-04-17 06:54:41.425866,0.24613728
1776408881433558054,0.358,,,,2026-04-17 06:54:41.433558 UTC,2026-04-17 06:54:41.433558,0.25382907
1776408881441249844,0.385,,,,2026-04-17 06:54:41.441249 UTC,2026-04-17 06:54:41.441249,0.26152086
1776408881448941634,0.404,,,,2026-04-17 06:54:41.448941 UTC,2026-04-17 06:54:41.448941,0.26921265
1776408881456633424,0.397,,,,2026-04-17 06:54:41.456633 UTC,2026-04-17 06:54:41.456633,0.27690444
1776408881464325214,0.392,,,,2026-04-17 06:54:41.464325 UTC,2026-04-17 06:54:41.464325,0.28459623
1776408881472017004,0.39,,,,2026-04-17 06:54:41.472017 UTC,2026-04-17 06:54:41.472017,0.29228802
1776408881479708794,0.365,,,,2026-04-17 06:54:41.479708 UTC,2026-04-17 06:54:41.479708,0.29997981
1776408881487400584,0.338,,,,2026-04-17 06:54:41.487400 UTC,2026-04-17 06:54:41.487400,0.3076716
1776408881495092374,0.306,,,,2026-04-17 06:54:41.495092 UTC,2026-04-17 06:54:41.495092,0.31536339
1776408881502784164,0.257,,,,2026-04-17 06:54:41.502784 UTC,2026-04-17 06:54:41.502784,0.32305518
1776408881510475954,0.223,,,,2026-04-17 06:54:41.510475 UTC,2026-04-17 06:54:41.510475,0.33074697
1776408881518167744,0.196,,,,2026-04-17 06:54:41.518167 UTC,2026-04-17 06:54:41.518167,0.33843876
1776408881525859534,0.147,,,,2026-04-17 06:54:41.525859 UTC,2026-04-17 06:54:41.525859,0.34613055
1776408881533551324,0.098,,,,2026-04-17 06:54:41.533551 UTC,2026-04-17 06:54:41.533551,0.35382234
1776408881541243114,0.063,,,,2026-04-17 06:54:41.541243 UTC,2026-04-17 06:54:41.541243,0.36151413
1776408881548934904,0.034,,,,2026-04-17 06:54:41.548934 UTC,2026-04-17 06:54:41.548934,0.36920592
1776408881556626694,0.012,,,,2026-04-17 06:54:41.556626 UTC,2026-04-17 06:54:41.556626,0.37689771
1776408881564318484,0.004,,,,2026-04-17 06:54:41.564318 UTC,2026-04-17 06:54:41.564318,0.3845895
1776408881572010274,-0.002,,,,2026-04-17 06:54:41.572010 UTC,2026-04-17 06:54:41.572010,0.39228129
1776408881579702064,-0.014,,,,2026-04-17 06:54:41.579702 UTC,2026-04-17 06:54:41.579702,0.39997308
1776408881587393854,-0.019,,,,2026-04-17 06:54:41.587393 UTC,2026-04-17 06:54:41.587393,0.40766487
1776408881595085644,-0.009,,,,2026-04-17 06:54:41.595085 UTC,2026-04-17 06:54:41.595085,0.41535666
1776408881602777434,-0.002,,,,2026-04-17 06:54:41.602777 UTC,2026-04-17 06:54:41.602777,0.42304845
1776408881610469224,0.002,,,,2026-04-17 06:54:41.610469 UTC,2026-04-17 06:54:41.610469,0.43074024
1776408881618161014,0.004,,,,2026-04-17 06:54:41.618161 UTC,2026-04-17 06:54:41.618161,0.43843203
1776408881625852804,0.002,,,,2026-04-17 06:54:41.625852 UTC,2026-04-17 06:54:41.625852,0.44612382
1776408881633544594,0.002,,,,2026-04-17 06:54:41.633544 UTC,2026-04-17 06:54:41.633544,0.45381561
1776408881641236384,0.014,,,,2026-04-17 06:54:41.641236 UTC,2026-04-17 06:54:41.641236,0.4615074
1776408881648928174,0.019,,,,2026-04-17 06:54:41.648928 UTC,2026-04-17 06:54:41.648928,0.46919919
1776408881656619964,0.026,,,,2026-04-17 06:54:41.656619 UTC,2026-04-17 06:54:41.656619,0.47689098
1776408881664311754,0.041,,,,2026-04-17 06:54:41.664311 UTC,2026-04-17 06:54:41.664311,0.48458277
1776408881672003544,0.041,,,,2026-04-17 06:54:41.672003 UTC,2026-04-17 06:54:41.672003,0.49227456
1776408881679695334,0.031,,,,2026-04-17 06:54:41.679695 UTC,2026-04-17 06:54:41.679695,0.49996635
1776408881687387124,0.026,,,,2026-04-17 06:54:41.687387 UTC,2026-04-17 06:54:41.687387,0.50765814
1776408881695078914,0.022,,,,2026-04-17 06:54:41.695078 UTC,2026-04-17 06:54:41.695078,0.51534993
1776408881702770704,0.014,,,,2026-04-17 06:54:41.702770 UTC,2026-04-17 06:54:41.702770,0.52304172
1776408881710462494,0.024,,,,2026-04-17 06:54:41.710462 UTC,2026-04-17 06:54:41.710462,0.53073351
1776408881718154284,0.031,,,,2026-04-17 06:54:41.718154 UTC,2026-04-17 06:54:41.718154,0.5384253
1776408881725846074,0.017,,,,2026-04-17 06:54:41.725846 UTC,2026-04-17 06:54:41.725846,0.54611709
1776408881733537864,0.004,,,,2026-04-17 06:54:41.733537 UTC,2026-04-17 06:54:41.733537,0.55380888
1776408881741229666,0.004,76.0,,,2026-04-17 06:54:41.741229 UTC,2026-04-17 06:54:41.741229,0.561500682
1776408881748921456,0.0,,,,2026-04-17 06:54:41.748921 UTC,2026-04-17 06:54:41.748921,0.569192472
1776408881756613246,0.002,,,,2026-04-17 06:54:41.756613 UTC,2026-04-17 06:54:41.756613,0.576884262
1776408881764305036,0.014,,,,2026-04-17 06:54:41.764305 UTC,2026-04-17 06:54:41.764305,0.584576052
1776408881771996826,0.014,,,,2026-04-17 06:54:41.771996 UTC,2026-04-17 06:54:41.771996,0.592267842
1776408881779688616,0.009,,791.0,,2026-04-17 06:54:41.779688 UTC,2026-04-17 06:54:41.779688,0.599959632
1776408881787380406,0.014,,,,2026-04-17 06:54:41.787380 UTC,2026-04-17 06:54:41.787380,0.607651422
1776408881795072196,0.024,,,,2026-04-17 06:54:41.795072 UTC,2026-04-17 06:54:41.795072,0.615343212
1776408881802763986,0.022,,,,2026-04-17 06:54:41.802763 UTC,2026-04-17 06:54:41.802763,0.623035002
1776408881810455776,0.026,,,,2026-04-17 06:54:41.810455 UTC,2026-04-17 06:54:41.810455,0.630726792
1776408881818147566,0.039,,,,2026-04-17 06:54:41.818147 UTC,2026-04-17 06:54:41.818147,0.638418582
1776408881825839356,0.031,,,,2026-04-17 06:54:41.825839 UTC,2026-04-17 06:54:41.825839,0.646110372
1776408881833531146,0.017,,,,2026-04-17 06:54:41.833531 UTC,2026-04-17 06:54:41.833531,0.653802162
1776408881841222936,0.026,,,,2026-04-17 06:54:41.841222 UTC,2026-04-17 06:54:41.841222,0.661493952
1776408881848914726,0.036,,,,2026-04-17 06:54:41.848914 UTC,2026-04-17 06:54:41.848914,0.669185742
1776408881856606516,0.034,,,,2026-04-17 06:54:41.856606 UTC,2026-04-17 06:54:41.856606,0.676877532
1776408881864298306,0.041,,,,2026-04-17 06:54:41.864298 UTC,2026-04-17 06:54:41.864298,0.684569322
1776408881871990096,0.051,,,,2026-04-17 06:54:41.871990 UTC,2026-04-17 06:54:41.871990,0.692261112
1776408881879681886,0.049,,,,2026-04-17 06:54:41.879681 UTC,2026-04-17 06:54:41.879681,0.699952902
1776408881887373676,0.049,,,,2026-04-17 06:54:41.887373 UTC,2026-04-17 06:54:41.887373,0.707644692
1776408881895065466,0.058,,,,2026-04-17 06:54:41.895065 UTC,2026-04-17 06:54:41.895065,0.715336482
1776408881902757256,0.068,,,,2026-04-17 06:54:41.902757 UTC,2026-04-17 06:54:41.902757,0.723028272
1776408881910449046,0.09,,,,2026-04-17 06:54:41.910449 UTC,2026-04-17 06:54:41.910449,0.730720062
1776408881918140836,0.107,,,,2026-04-17 06:54:41.918140 UTC,2026-04-17 06:54:41.918140,0.738411852
1776408881925832626,0.098,,,,2026-04-17 06:54:41.925832 UTC,2026-04-17 06:54:41.925832,0.746103642
1776408881933524416,0.085,,,,2026-04-17 06:54:41.933524 UTC,2026-04-17 06:54:41.933524,0.753795432
1776408881941216206,0.088,,,,2026-04-17 06:54:41.941216 UTC,2026-04-17 06:54:41.941216,0.761487222
1776408881948907996,0.085,,,,2026-04-17 06:54:41.948907 UTC,2026-04-17 06:54:41.948907,0.769179012
1776408881956599786,0.071,,,,2026-04-17 06:54:41.956599 UTC,2026-04-17 06:54:41.956599,0.776870802
1776408881964291576,0.056,,,,2026-04-17 06:54:41.964291 UTC,2026-04-17 06:54:41.964291,0.784562592
1776408881971983366,0.053,,,,2026-04-17 06:54:41.971983 UTC,2026-04-17 06:54:41.971983,0.792254382
1776408881979675156,0.053,,,,2026-04-17 06:54:41.979675 UTC,2026-04-17 06:54:41.979675,0.799946172
1776408881987366946,0.053,,,,2026-04-17 06:54:41.987366 UTC,2026-04-17 06:54:41.987366,0.807637962
1776408881995058736,0.063,,,,2026-04-17 06:54:41.995058 UTC,2026-04-17 06:54:41.995058,0.815329752
1776408882002750526,0.078,,,,2026-04-17 06:54:42.002750 UTC,2026-04-17 06:54:42.002750,0.823021542
1776408882010442316,0.149,,,,2026-04-17 06:54:42.010442 UTC,2026-04-17 06:54:42.010442,0.830713332
1776408882018134106,0.512,,,,2026-04-17 06:54:42.018134 UTC,2026-04-17 06:54:42.018134,0.838405122
1776408882025825896,1.202,,,,2026-04-17 06:54:42.025825 UTC,2026-04-17 06:54:42.025825,0.846096912
1776408882033517686,1.386,,,,2026-04-17 06:54:42.033517 UTC,2026-04-17 06:54:42.033517,0.853788702
1776408882041209476,0.117,,,,2026-04-17 06:54:42.041209 UTC,2026-04-17 06:54:42.041209,0.861480492
1776408882048901266,-1.501,,,,2026-04-17 06:54:42.048901 UTC,2026-04-17 06:54:42.048901,0.869172282
1776408882056593056,-1.575,,,,2026-04-17 06:54:42.056593 UTC,2026-04-17 06:54:42.056593,0.876864072
1776408882064284846,-0.733,,,,2026-04-17 06:54:42.064284 UTC,2026-04-17 06:54:42.064284,0.884555862
1776408882071976636,-0.363,,,,2026-04-17 06:54:42.071976 UTC,2026-04-17 06:54:42.071976,0.892247652
1776408882079668426,-0.11,,,,2026-04-17 06:54:42.079668 UTC,2026-04-17 06:54:42.079668,0.899939442
1776408882087360216,0.255,,,,2026-04-17 06:54:42.087360 UTC,2026-04-17 06:54:42.087360,0.907631232
1776408882095052006,0.284,,,,2026-04-17 06:54:42.095052 UTC,2026-04-17 06:54:42.095052,0.915323022
1776408882102743796,0.201,,,,2026-04-17 06:54:42.102743 UTC,2026-04-17 06:54:42.102743,0.923014812
1776408882110435586,0.277,,,,2026-04-17 06:54:42.110435 UTC,2026-04-17 06:54:42.110435,0.930706602
1776408882118127376,0.311,,,,2026-04-17 06:54:42.118127 UTC,2026-04-17 06:54:42.118127,0.938398392
1776408882125819166,0.282,,,,2026-04-17 06:54:42.125819 UTC,2026-04-17 06:54:42.125819,0.946090182
1776408882133510956,0.309,,,,2026-04-17 06:54:42.133510 UTC,2026-04-17 06:54:42.133510,0.953781972
1776408882141202746,0.328,,,,2026-04-17 06:54:42.141202 UTC,2026-04-17 06:54:42.141202,0.961473762
1776408882148894536,0.314,,,,2026-04-17 06:54:42.148894 UTC,2026-04-17 06:54:42.148894,0.969165552
1776408882156586326,0.314,,,,2026-04-17 06:54:42.156586 UTC,2026-04-17 06:54:42.156586,0.976857342
1776408882164278116,0.321,,,,2026-04-17 06:54:42.164278 UTC,2026-04-17 06:54:42.164278,0.984549132
1776408882171969906,0.323,,,,2026-04-17 06:54:42.171969 UTC,2026-04-17 06:54:42.171969,0.992240922
1776408882179661696,0.35,,,,2026-04-17 06:54:42.179661 UTC,2026-04-17 06:54:42.179661,0.999932712
1776408882187353486,0.377,,,,2026-04-17 06:54:42.187353 UTC,2026-04-17 06:54:42.187353,1.007624502
1776408882195045276,0.365,,,,2026-04-17 06:54:42.195045 UTC,2026-04-17 06:54:42.195045,1.015316292
1776408882202737066,0.358,,,,2026-04-17 06:54:42.202737 UTC,2026-04-17 06:54:42.202737,1.023008082
1776408882210428856,0.38,,,,2026-04-17 06:54:42.210428 UTC,2026-04-17 06:54:42.210428,1.030699872
1776408882218120646,0.397,,,,2026-04-17 06:54:42.218120 UTC,2026-04-17 06:54:42.218120,1.038391662
1776408882225812436,0.399,,,,2026-04-17 06:54:42.225812 UTC,2026-04-17 06:54:42.225812,1.046083452
1776408882233504226,0.399,,,,2026-04-17 06:54:42.233504 UTC,2026-04-17 06:54:42.233504,1.053775242
1776408882241196016,0.409,,,,2026-04-17 06:54:42.241196 UTC,2026-04-17 06:54:42.241196,1.061467032
1776408882248887806,0.426,,,,2026-04-17 06:54:42.248887 UTC,2026-04-17 06:54:42.248887,1.069158822
1776408882256579596,0.419,,,,2026-04-17 06:54:42.256579 UTC,2026-04-17 06:54:42.256579,1.076850612
1776408882264271386,0.387,,,,2026-04-17 06:54:42.264271 UTC,2026-04-17 06:54:42.264271,1.084542402
1776408882271963176,0.353,,,,2026-04-17 06:54:42.271963 UTC,2026-04-17 06:54:42.271963,1.092234192
1776408882279654966,0.331,,,,2026-04-17 06:54:42.279654 UTC,2026-04-17 06:54:42.279654,1.099925982
1776408882287346756,0.306,,,,2026-04-17 06:54:42.287346 UTC,2026-04-17 06:54:42.287346,1.107617772
1776408882295038546,0.264,,,,2026-04-17 06:54:42.295038 UTC,2026-04-17 06:54:42.295038,1.115309562
1776408882302730348,0.211,,,,2026-04-17 06:54:42.302730 UTC,2026-04-17 06:54:42.302730,1.123001364
1776408882310422138,0.157,,,,2026-04-17 06:54:42.310422 UTC,2026-04-17 06:54:42.310422,1.130693154
1776408882318113928,0.107,,,,2026-04-17 06:54:42.318113 UTC,2026-04-17 06:54:42.318113,1.138384944
1776408882325805718,0.073,,,,2026-04-17 06:54:42.325805 UTC,2026-04-17 06:54:42.325805,1.146076734
1776408882333497508,0.039,,,,2026-04-17 06:54:42.333497 UTC,2026-04-17 06:54:42.333497,1.153768524
1776408882341189298,0.009,,,,2026-04-17 06:54:42.341189 UTC,2026-04-17 06:54:42.341189,1.161460314
1776408882348881088,0.0,,,,2026-04-17 06:54:42.348881 UTC,2026-04-17 06:54:42.348881,1.169152104
1776408882356572878,-0.004,,,,2026-04-17 06:54:42.356572 UTC,2026-04-17 06:54:42.356572,1.176843894
1776408882364264668,-0.017,,,,2026-04-17 06:54:42.364264 UTC,2026-04-17 06:54:42.364264,1.184535684
1776408882371956458,-0.022,,,,2026-04-17 06:54:42.371956 UTC,2026-04-17 06:54:42.371956,1.192227474
1776408882379648248,-0.019,,,,2026-04-17 06:54:42.379648 UTC,2026-04-17 06:54:42.379648,1.199919264
1776408882387340038,-0.012,,,,2026-04-17 06:54:42.387340 UTC,2026-04-17 06:54:42.387340,1.207611054
1776408882395031828,0.002,,,,2026-04-17 06:54:42.395031 UTC,2026-04-17 06:54:42.395031,1.215302844
1776408882402723618,0.009,,,,2026-04-17 06:54:42.402723 UTC,2026-04-17 06:54:42.402723,1.222994634
1776408882410415408,0.004,,,,2026-04-17 06:54:42.410415 UTC,2026-04-17 06:54:42.410415,1.230686424
1776408882418107198,0.007,,,,2026-04-17 06:54:42.418107 UTC,2026-04-17 06:54:42.418107,1.238378214
1776408882425798988,0.014,,,,2026-04-17 06:54:42.425798 UTC,2026-04-17 06:54:42.425798,1.246070004
1776408882433490778,0.017,,,,2026-04-17 06:54:42.433490 UTC,2026-04-17 06:54:42.433490,1.253761794
1776408882441182568,0.024,,,,2026-04-17 06:54:42.441182 UTC,2026-04-17 06:54:42.441182,1.261453584
1776408882448874358,0.034,,,,2026-04-17 06:54:42.448874 UTC,2026-04-17 06:54:42.448874,1.269145374
1776408882456566148,0.031,,,,2026-04-17 06:54:42.456566 UTC,2026-04-17 06:54:42.456566,1.276837164
1776408882464257938,0.029,,,,2026-04-17 06:54:42.464257 UTC,2026-04-17 06:54:42.464257,1.284528954
1776408882471949728,0.034,,,,2026-04-17 06:54:42.471949 UTC,2026-04-17 06:54:42.471949,1.292220744
1776408882479641518,0.031,,,,2026-04-17 06:54:42.479641 UTC,2026-04-17 06:54:42.479641,1.299912534
1776408882487333308,0.022,,,,2026-04-17 06:54:42.487333 UTC,2026-04-17 06:54:42.487333,1.307604324
1776408882495025098,0.029,,,,2026-04-17 06:54:42.495025 UTC,2026-04-17 06:54:42.495025,1.315296114
1776408882502716888,0.044,,,,2026-04-17 06:54:42.502716 UTC,2026-04-17 06:54:42.502716,1.322987904
1776408882510408678,0.036,,,,2026-04-17 06:54:42.510408 UTC,2026-04-17 06:54:42.510408,1.330679694
1776408882518100468,0.026,,,,2026-04-17 06:54:42.518100 UTC,2026-04-17 06:54:42.518100,1.338371484
1776408882525792258,0.034,,,,2026-04-17 06:54:42.525792 UTC,2026-04-17 06:54:42.525792,1.346063274
1776408882533484048,0.031,,,,2026-04-17 06:54:42.533484 UTC,2026-04-17 06:54:42.533484,1.353755064
1776408882541175838,0.026,,,,2026-04-17 06:54:42.541175 UTC,2026-04-17 06:54:42.541175,1.361446854
1776408882548867628,0.039,,,,2026-04-17 06:54:42.548867 UTC,2026-04-17 06:54:42.548867,1.369138644
1776408882556559418,0.044,,,,2026-04-17 06:54:42.556559 UTC,2026-04-17 06:54:42.556559,1.376830434
1776408882564251208,0.039,,,,2026-04-17 06:54:42.564251 UTC,2026-04-17 06:54:42.564251,1.384522224
1776408882571942998,0.036,,,,2026-04-17 06:54:42.571942 UTC,2026-04-17 06:54:42.571942,1.392214014
1776408882579634788,0.044,,,,2026-04-17 06:54:42.579634 UTC,2026-04-17 06:54:42.579634,1.399905804
1776408882587326578,0.051,,805.0,,2026-04-17 06:54:42.587326 UTC,2026-04-17 06:54:42.587326,1.407597594
1776408882595018368,0.049,,,,2026-04-17 06:54:42.595018 UTC,2026-04-17 06:54:42.595018,1.415289384
1776408882602710158,0.049,,,,2026-04-17 06:54:42.602710 UTC,2026-04-17 06:54:42.602710,1.422981174
1776408882610401948,0.056,,,,2026-04-17 06:54:42.610401 UTC,2026-04-17 06:54:42.610401,1.430672964
1776408882618093738,0.061,,,,2026-04-17 06:54:42.618093 UTC,2026-04-17 06:54:42.618093,1.438364754
1776408882625785528,0.063,,,,2026-04-17 06:54:42.625785 UTC,2026-04-17 06:54:42.625785,1.446056544
1776408882633477318,0.068,,,,2026-04-17 06:54:42.633477 UTC,2026-04-17 06:54:42.633477,1.453748334
1776408882641169108,0.073,,,,2026-04-17 06:54:42.641169 UTC,2026-04-17 06:54:42.641169,1.461440124
1776408882648860898,0.071,,,,2026-04-17 06:54:42.648860 UTC,2026-04-17 06:54:42.648860,1.469131914
1776408882656552688,0.068,,,,2026-04-17 06:54:42.656552 UTC,2026-04-17 06:54:42.656552,1.476823704
1776408882664244478,0.071,,,,2026-04-17 06:54:42.664244 UTC,2026-04-17 06:54:42.664244,1.484515494
1776408882671936268,0.076,,,,2026-04-17 06:54:42.671936 UTC,2026-04-17 06:54:42.671936,1.492207284
1776408882679628058,0.078,,,,2026-04-17 06:54:42.679628 UTC,2026-04-17 06:54:42.679628,1.499899074
1776408882687319848,0.08,,,,2026-04-17 06:54:42.687319 UTC,2026-04-17 06:54:42.687319,1.507590864
1776408882695011638,0.085,,,,2026-04-17 06:54:42.695011 UTC,2026-04-17 06:54:42.695011,1.515282654
1776408882702703428,0.078,,,,2026-04-17 06:54:42.702703 UTC,2026-04-17 06:54:42.702703,1.522974444
1776408882710395218,0.073,,,,2026-04-17 06:54:42.710395 UTC,2026-04-17 06:54:42.710395,1.530666234
1776408882718087008,0.08,,,,2026-04-17 06:54:42.718087 UTC,2026-04-17 06:54:42.718087,1.538358024
1776408882725778798,0.09,,,,2026-04-17 06:54:42.725778 UTC,2026-04-17 06:54:42.725778,1.546049814
1776408882733470588,0.103,,,,2026-04-17 06:54:42.733470 UTC,2026-04-17 06:54:42.733470,1.553741604
1776408882741162378,0.122,,,,2026-04-17 06:54:42.741162 UTC,2026-04-17 06:54:42.741162,1.561433394
1776408882748854168,0.122,,,,2026-04-17 06:54:42.748854 UTC,2026-04-17 06:54:42.748854,1.569125184
1776408882756545958,0.107,,,,2026-04-17 06:54:42.756545 UTC,2026-04-17 06:54:42.756545,1.576816974
1776408882764237748,0.11,,,,2026-04-17 06:54:42.764237 UTC,2026-04-17 06:54:42.764237,1.584508764
1776408882771929538,0.112,,,,2026-04-17 06:54:42.771929 UTC,2026-04-17 06:54:42.771929,1.592200554
1776408882779621328,0.098,,,,2026-04-17 06:54:42.779621 UTC,2026-04-17 06:54:42.779621,1.599892344
1776408882787313118,0.085,,,,2026-04-17 06:54:42.787313 UTC,2026-04-17 06:54:42.787313,1.607584134
1776408882795004908,0.071,,,,2026-04-17 06:54:42.795004 UTC,2026-04-17 06:54:42.795004,1.615275924
1776408882802696698,0.063,,,,2026-04-17 06:54:42.802696 UTC,2026-04-17 06:54:42.802696,1.622967714
1776408882810388488,0.076,,,,2026-04-17 06:54:42.810388 UTC,2026-04-17 06:54:42.810388,1.630659504
1776408882818080278,0.085,,,,2026-04-17 06:54:42.818080 UTC,2026-04-17 06:54:42.818080,1.638351294
1776408882825772068,0.08,,,,2026-04-17 06:54:42.825772 UTC,2026-04-17 06:54:42.825772,1.646043084
1776408882833463858,0.085,,,,2026-04-17 06:54:42.833463 UTC,2026-04-17 06:54:42.833463,1.653734874
1776408882841155648,0.166,,,,2026-04-17 06:54:42.841155 UTC,2026-04-17 06:54:42.841155,1.661426664
1776408882848847438,0.537,,,,2026-04-17 06:54:42.848847 UTC,2026-04-17 06:54:42.848847,1.669118454
1776408882856539228,1.212,,,,2026-04-17 06:54:42.856539 UTC,2026-04-17 06:54:42.856539,1.676810244
1776408882864231030,1.354,76.0,,,2026-04-17 06:54:42.864231 UTC,2026-04-17 06:54:42.864231,1.684502046
1776408882871922820,0.088,,,,2026-04-17 06:54:42.871922 UTC,2026-04-17 06:54:42.871922,1.692193836
1776408882879614610,-1.464,,,,2026-04-17 06:54:42.879614 UTC,2026-04-17 06:54:42.879614,1.699885626
1776408882887306400,-1.508,,,,2026-04-17 06:54:42.887306 UTC,2026-04-17 06:54:42.887306,1.707577416
1776408882894998190,-0.669,,,,2026-04-17 06:54:42.894998 UTC,2026-04-17 06:54:42.894998,1.715269206
1776408882902689980,-0.287,,,,2026-04-17 06:54:42.902689 UTC,2026-04-17 06:54:42.902689,1.722960996
1776408882910381770,-0.056,,,,2026-04-17 06:54:42.910381 UTC,2026-04-17 06:54:42.910381,1.730652786
1776408882918073560,0.247,,,,2026-04-17 06:54:42.918073 UTC,2026-04-17 06:54:42.918073,1.738344576
1776408882925765350,0.262,,,,2026-04-17 06:54:42.925765 UTC,2026-04-17 06:54:42.925765,1.746036366
1776408882933457140,0.198,,,,2026-04-17 06:54:42.933457 UTC,2026-04-17 06:54:42.933457,1.753728156
1776408882941148930,0.274,,,,2026-04-17 06:54:42.941148 UTC,2026-04-17 06:54:42.941148,1.761419946
1776408882948840720,0.301,,,,2026-04-17 06:54:42.948840 UTC,2026-04-17 06:54:42.948840,1.769111736
1776408882956532510,0.267,,,,2026-04-17 06:54:42.956532 UTC,2026-04-17 06:54:42.956532,1.776803526
1776408882964224300,0.279,,,,2026-04-17 06:54:42.964224 UTC,2026-04-17 06:54:42.964224,1.784495316
1776408882971916090,0.294,,,,2026-04-17 06:54:42.971916 UTC,2026-04-17 06:54:42.971916,1.792187106
1776408882979607880,0.282,,,,2026-04-17 06:54:42.979607 UTC,2026-04-17 06:54:42.979607,1.799878896
1776408882987299670,0.282,,,,2026-04-17 06:54:42.987299 UTC,2026-04-17 06:54:42.987299,1.807570686
1776408882994991460,0.296,,,,2026-04-17 06:54:42.994991 UTC,2026-04-17 06:54:42.994991,1.815262476
1776408883002683250,0.301,,,,2026-04-17 06:54:43.002683 UTC,2026-04-17 06:54:43.002683,1.822954266
1776408883010375040,0.306,,,,2026-04-17 06:54:43.010375 UTC,2026-04-17 06:54:43.010375,1.830646056
1776408883018066830,0.316,,,,2026-04-17 06:54:43.018066 UTC,2026-04-17 06:54:43.018066,1.838337846
1776408883025758620,0.331,,,,2026-04-17 06:54:43.025758 UTC,2026-04-17 06:54:43.025758,1.846029636
1776408883033450410,0.348,,,,2026-04-17 06:54:43.033450 UTC,2026-04-17 06:54:43.033450,1.853721426
1776408883041142200,0.358,,,,2026-04-17 06:54:43.041142 UTC,2026-04-17 06:54:43.041142,1.861413216
